"Find companies","Name","Description","Primary Industry","Size","Type","Location","Country","Domain","LinkedIn URL","Update People Search (Find people Table) - 2026-02-13T07:12:49.564Z"
,"Erasmus School of Philosophy","Erasmus School of Philosophy is a leading research and teaching institution at the Erasmus University Rotterdam.","Higher Education","51-200 employees","Educational","Rotterdam, Zuid-Holland","Netherlands","eur.nl","https://www.linkedin.com/company/erasmus-school-of-philosophy",
,"SolutionS-Center Verslavingszorg","SolutionS is een particulier geïnitieerde zorgverlener binnen de Nederlandse verslavingszorg en biedt een integrale behandeling van doserings- en verslavingsproblemen. De behandeling kan zowel klinisch  als ambulant gevolgd worden, waarbij het 12 Stappen Minneosta Model als basis wordt gehanteerd. 

Het werkterrein van omvat alcohol-, drugs-, gok-  en medicijnverslaving. De behandeling richt zich op mensen die bewust in het leven willen staan.

Opname voor een intensieve klinische behandeling is mogelijk in SolutionS Center te Voorthuizen. Een ambulante behandeling is mogelijk bij de vestiging van SolutionS in Amersfoort.","Hospitals and Health Care","51-200 employees","Privately Held","Voorthuizen, Gelderland","Netherlands","solutions-center.nl","https://www.linkedin.com/company/solutions-verslavingszorg",
,"Utrecht University School of Economics","The Utrecht University School of Economics aims to contribute to an economy where people flourish. We enrich economics with other disciplines to better solve problems and identify opportunities, from a business and a government point of view. Scientifically rigorous and societally relevant. The real world perspective","Higher Education","51-200 employees","Educational","Utrecht, Utrecht","Netherlands","uu.nl","https://www.linkedin.com/company/utrecht-school-of-economics",
,"Hermann Wesselink College","Het Hermann Wesselink College is een christelijke school voor gymnasium, atheneum, havo en vmbo-t. Op elk niveau kun je kiezen voor Nederlandstalig of tweetalig onderwijs. Het HWC is al ruim 60 jaar een begrip in Amstelveen. De school telt rond de 1790 leerlingen, voor twee derde deel afkomstig uit Amstelveen en voor een derde deel uit omliggende gemeenten als Aalsmeer, Ouderkerk, Uithoorn en Badhoevedorp.","Primary and Secondary Education","51-200 employees","Educational","Amstelveen, Noord-Holland","Netherlands","hethwc.nl","https://www.linkedin.com/company/hermann-wesselink-college",
,"HollandPTC","Samen beter, beter samen. Voor de beste protonentherapie van nu en later. In de zorg, ons wetenschappelijk onderzoek en onderwijs werken we iedere dag samen aan de precieze bestraling van mensen met kanker.

HollandPTC is een zelfstandig poliklinisch centrum voor protonentherapie, wetenschappelijk onderzoek en onderwijs. We behandelen mensen met verschillende soorten kanker met protonentherapie, een vorm van radiotherapie. Naast de behandeling van patiënten doen we wetenschappelijk onderzoek naar de meerwaarde en verbeteringen van protonentherapie.

Er werken ongeveer 100 mensen in vaste dienst in de zorg, fysica, research & development en bedrijfsvoering. Daarnaast hebben we artsen, fysici en 
onderzoekers bij HollandPTC die ook bij een ander instituut of organisatie werken.","Hospitals and Health Care","51-200 employees","Non Profit","Delft, Zuid-Holland","Netherlands","hollandptc.nl","https://www.linkedin.com/company/holland-proton-therapy-centre",
,"NOLAI","Bij NOLAI werken leraren, schoolleiders, schoolbestuurders, lerarenopleiders, mensen uit het bedrijfsleven en wetenschappers samen om de kwaliteit van basis- en voortgezet (speciaal) onderwijs te verbeteren via AI. De leraar en leerling staan daarbij steeds centraal.","Primary and Secondary Education","51-200 employees","Non Profit","Nijmegen, Gelderland","Netherlands","nolai.nl","https://www.linkedin.com/company/nolai",
,"Division of Pharmacoepidemiology and Clinical Pharmacology, Utrecht University","The mission of our division is to improve the safe and effective use of medicines by patients and society, by:
- performing multidisciplinary research inspired by societal needs and disseminating knowledge on the safety, effectiveness, access and use of existing and new medicines and associated healthcare systems;
- identifying potential for improvement in collaboration with patients, health care
professionals, drug developers and policy makers;
- educating pharmacy and (bio)medical students, researchers, pharmacists and other professionals in the healthcare sector.

Our multidisciplinary research contributes to a better understanding of the variability in medicines’ use and patient outcomes, both from a clinical, policy and methodological perspective. Despite extensive testing before marketing approval, variability in drug response (both efficacy and safety) is more the rule than the exception when medicines are used in daily clinical practice, i.e. in real life. The research program is inspired by societal needs to ensure that medicines deliver their full therapeutic potential. The program has a systems therapeutics focus, integrating various disciplines, dimensions and phases of a
product life cycle in order to learn about (rather than confirm) drug effects and their
determinants both before and after initial marketing approval of the product. The primary conceptual anchors in the research strategy of the program are Epidemiological Methods, Clinical Pharmacology and Systems Therapeutics. Research is organized into three centers with a strong conceptual research strategy: the Centre for Pharmacoepidemiology, Centre for Clinical Therapeutics, and the WHO Collaborating Centre for Pharmaceutical Policy and Regulation.","Higher Education","51-200 employees","Non Profit","Utrecht","Netherlands","uu.nl","https://www.linkedin.com/company/uupecp",
,"Anthropology VU Amsterdam","The department of Anthropology at the Vrije Universiteit Amsterdam aims to understand cultural diversity in an increasingly globalized world. 

We study the fruitful and meaningful encounters between people of different cultural backgrounds, as well as the tensions and clashes that go with them. In doing so, we explore the economic, political and social dynamics of societies around the world. Our staff is actively engaged in research and teaching students on these topics. 

Follow us here to stay up to date on:
 News and upcoming events
 Our research findings
 Developments in the discipline
 More information about our students, staff and alumni
 Job market opportunities

#anthropology #antropologie #vuamsterdam","Higher Education","51-200 employees","Educational","Amsterdam, Noord-Holland","Netherlands",,"https://www.linkedin.com/company/anthropology-vrije-universiteit-amsterdam",
,"Schoevers Professionals","Je wilt niet zomaar een baan, maar dé baan. Je wilt niet gewoon werken, maar je blijven ontwikkelen als professional. Met Schoevers Professionals vinden we de perfecte baanmatch voor je. Al 15 jaar weten we waar de markt behoefte aan heeft en zijn we de absolute expert binnen dit vakgebied. 

Bij Schoevers Professionals kun je terecht:
•	Voor professionele baanbemiddeling 
•	Voor werving & selectie en detachering (voor bedrijven) 
•	Als je op zoek bent naar een nieuwe baan als managementondersteuner, pr- of marketing- en communicatiemedewerker 
•	Om te sparren of advies te krijgen 
•	Om terug te vallen op het netwerk van Schoevers

Onze consultants begeleiden je in jouw zoektocht en staan voor je klaar met informatie over de trends en ontwikkelingen in het vakgebied, carrièrecoaching en uiteraard vacatures. Wij zijn er voor je: laten we samen kijken hoe ver je kan komen. Let’s grow!","Education Administration Programs","51-200 employees","Educational","Hilversum, Noord-Holland","Netherlands","schoevers.nl","https://www.linkedin.com/company/schoevers-baanbemiddeling",
,"Teach-In Group","Al 20 jaar is Teach-In Group toonaangevend op het gebied van interim docentschap en zij-instroom docenten.

Gedegen onderzoek naar het meetbaar maken van de kwaliteit van het onderwijs ging hieraan vooraf. De oprichters komen zelf uit de zakelijke dienstverlening. In die branche is het hoogst normaal om de kwaliteit van het werk te meten. Is de klant tevreden, dan komt hij terug. Die aanpak projecteert Teach-In Group op het onderwijs en werd in 2005 direct bekroond. Met onze verfrissende kijk en expertise werken wij nauw samen met scholen en docenten aan het behoud en verhoging van de professionaliseringsgraad in het onderwijs.

Onze diensten: 

Teach-In Group interim onderwijsprofessionals
Een zorgvuldige selectie van ondernemende docenten, die altijd tijdelijk ingezet worden bij een school. Docenten die niet bang zijn om de zekerheden die bij een reguliere aanstelling horen op te geven. Zekerheden zitten namelijk verweven in hun persoonlijkheid. Hiermee onderscheidt Teach-In Group zich van de rest. Geen docenten die op zoek zijn naar een uitzendbaan, maar op zoek naar een opdracht in lijn met hun persoonlijke ambities.

Teach-In Group werving en selectie
Onderwijsinstellingen uit het hele land schakelen Teach-In Group in voor de werving en selectie. Wij kennen de scholen, kennen de schoolcultuur en weten welk type onderwijsprofessional succesvol is op de school. 

Teach-In Group online
Samen met scholen en onderwijsprofessionals bouwt Teach-In Group aan de grootste online onderwijs community van Nederland. Onderwijsprofessionals vinden niet alleen nieuwe opdrachten of banen via ons Online platform. Het platform geeft ze ook de kans om zich als professional te ontwikkelen en te onderscheiden. In een persoonlijk online portal bouwen ze een transparant portfolio van hun kernkwaliteiten als onderwijsprofessional en maken ze dit transparant voor alle aangesloten scholen.","Education Management","51-200 employees","Privately Held","Haarlem, Noord Holland","Netherlands","teachingroup.nl","https://www.linkedin.com/company/teach-in-group-specialist-in-interim-onderwijs-professionals",
,"College Hageveld","Atheneum College Hageveld is gelegen op landgoed Hageveld en is gehuisvest in een gebouw dat voorheen een klein-seminarie herbergde. Het is een sfeervol monumentaal gebouw dat wordt omzoomd door veel groen. Ook de sportvelden liggen rondom de school.  

College Hageveld is het enige zelfstandige atheneum dat Nederland telt. Wij bieden onze leerlingen en medewerkers een inspirerende werkomgeving.

 De sfeer die wij als school nastreven laat zich het best vangen in een zevental trefwoorden: Betrokkenheid, Vertrouwen, Veiligheid, Respect, Enthousiasme, Uitdaging en Ontplooiing. Het zijn de bouwstenen van ons atheneum.","Primary and Secondary Education","51-200 employees","Educational","Heemstede, Noord-Holland","Netherlands","hageveld.nl","https://www.linkedin.com/company/college-hageveld",
,"SVOZ opleidingen in de zorg","SVOZ vervult al 42 jaar een belangrijke rol in opleiding en training van medewerkers in de zorgsector en is inmiddels uitgegroeid tot de grootste particuliere onderwijsinstelling voor de zorg!

SVOZ staat voor opleidingen in de zorg. Actueel, flexibel, persoonlijk én praktijkgericht. Deze kenmerken vind je steeds terug in onze opleidingen en trainingen die wij in heel Nederland uitvoeren, zowel incompany als in open inschrijving.

Het MBO-College van SVOZ biedt diverse versnelde én verkorte erkende mbo-opleidingen, bedoeld voor (jong) volwassenen die (gaan) werken in de zorg.

SVOZ Zorg-Akademie verzorgt hoogwaardige en resultaatgerichte specialisaties en managementopleidingen.

SVOZ Training & Advies biedt een uitgebreid pakket aan trainingen gericht op de directe zorgverlening, management & coördinatie en opleiden & begeleiden.

SVOZ heeft verstand van zorg en onderwijs en deelt deze kennis graag met onze deelnemers en opdrachtgevers. Kwaliteit verzekerd en het resultaat telt.","Education Administration Programs","51-200 employees","Educational","Utrecht","Netherlands","svoz.nl","https://www.linkedin.com/company/svoz",
,"Radiotherapie UMC Utrecht","De afdeling Radiotherapie van het UMCU bestraalt patiënten in de regio van Utrecht. Samen met een onze collega's zetten wij ons in om de beste zorg te leveren aan onze patiënten. Daarnaast werken artsen en onderzoekers aan studies om onze behandelingen verder te verbeteren.","Hospitals and Health Care","51-200 employees","Government Agency","Utrecht, Utrecht","Netherlands","werkenbijumcutrecht.nl","https://www.linkedin.com/company/radiotherapie-umc-utrecht",
,"Kunskapsskolan Nederland","Elke leerling is uniek. Met eigen ambities en talenten.
Vast van plan om iets van het leven te maken.

Dit is het uitgangspunt bij gepersonaliseerd onderwijs, waar elke leraar voor elke leerling voldoende aandacht heeft. In een duidelijke structuur, werkend aan persoonlijke doelen.

Onderwijs waar leraren leerlingen intensief begeleiden, uitdagen, confronteren en stimuleren om het beste uit zichzelf te halen. Om de juiste kennis voor het examen te vergaren. En de vaardigheden aan te leren die in de veranderende wereld nodig zijn. In het begin bepaalt en stuurt de leraar. Als de leerling laat zien eraan toe te zijn, krijgt deze meer ruimte voor eigen keuzen.

Kunskapsskolan Nederland helpt basisscholen en middelbare scholen hun eigen ambitie naar gepersonaliseerd onderwijs te realiseren. Uitvoerbaar, betaalbaar, verantwoord en duurzaam. Zodat zij voor iedere leerling het verschil kunnen maken. Want het is hún toekomst.

VACATURES
Werken bij Kunskapsskolan Nederland? Kijk dan op onze website voor onze openstaande vacatures: kunskapsskolan.nl/vacatures","Education","51-200 employees","Educational","Den Haag, Zuid-Holland","Netherlands","kunskapsskolan.nl","https://www.linkedin.com/company/kunskapsskolan-nederland",
,"ZorgkaartNederland","ZorgkaartNederland is the biggest independent website about patient experiences in health care. Every month over 1 million  patients visit the website looking for a health care professional that fits their needs.
ZorgkaartNederland is a product of the Dutch Patient Association.","Hospitals and Health Care","51-200 employees","Non Profit","Utrecht","Netherlands","zorgkaartnederland.nl","https://www.linkedin.com/company/zorgkaartnederland",
,"V&VN Ambulancezorg","V&VN Ambulancezorg (V&VN AZ) is de beroepsvereniging die zich collectief inzet voor alle professionals binnen de ambulancezorg. We zetten ons in voor de  professionalisering van onze beroepsgroep, het verbeteren van de kwaliteit van zorg en zeggenschap van de ambulancezorgprofessional.","Hospitals and Health Care","51-200 employees","Non Profit","Utrecht","Netherlands","venvn.nl","https://www.linkedin.com/company/v-vn-ambulancezorg",
,"METS Center","Het METS Center is een internationaal erkend opleidings- en simulatiecentrum voor (acute) zorgprofessionals in Bilthoven. Wij zijn hèt opleidings- en simulatiecentrum voor (acute) zorgprofessionals in Bilthoven. Sterk in simulatieonderwijs, vaardigheidsonderwijs, CRM en teamtrainingen op maat. Acute zorg is ketenzorg. Ons motto is #samenvooreenhartslag","Hospitals and Health Care","51-200 employees","Educational","Bilthoven, Utrecht","Netherlands","metscenter.nl","https://www.linkedin.com/company/mets-center",
,"Lentiz | LIFE College","LIFE College (school voor vmbo en mbo in Schiedam) is anders dan alle andere scholen. Bij ons op school draait het om het talent van de leerlingen en studenten. De school is open tussen 8.00 en 20.00 uur. Leerlingen en studenten kunnen na schooltijd op school blijven om onder begeleiding van jongerenwerkers workshops te volgen op het gebied van dans, zang, koken, sport en creativiteit. En we geven hen steun en begeleiding als zij dat nodig hebben. Op ons vmbo hebben wij bbl, kbl, tl, Mavo + en een Techniekklas. Op ons mbo bieden wij een breed palet aan opleidingen in de sectoren voeding, natuur en leefomgeving. Wij werken intensief samen met het bedrijfsleven uit de regio. Meer weten over Lentiz | LIFE College? Kijk op www.lifecollege.nl.","Primary and Secondary Education","51-200 employees","Educational","Schiedam, Zuid-Holland","Netherlands","lifecollege.nl","https://www.linkedin.com/company/lentiz-life-college",
,"Geriant","Hulp bij dementie thuis of in het verzorgingshuis in Noord-Holland Noord.

Diagnostiek:
Zowel 'ziektediagnostiek' als 'zorgdiagnostiek'

Casemanagement:
Actieve en langere begeleiding van patiënt en familie

Behandeling:
medicamenteus, gesprek, groep

Geriant Scholing & Advies:
informatie, voorlichting, consultatie en scholing","Hospitals and Health Care","51-200 employees","Non Profit","Heerhugowaard, Noord-Holland","Netherlands","geriant.nl","https://www.linkedin.com/company/geriant",
,"Zuxi B.V","Zuxi heeft al jaren lange ervaring in de zorg en helpt zorginstellingen in heel Nederland met hun bezettingsproblemen","Hospitals and Health Care","51-200 employees","Privately Held","Rotterdam, Zuid-Holland","Netherlands","zuxi.nl","https://www.linkedin.com/company/zuxi",
,"Dutch HealthTec Academy","De Dutch HealthTec Academy is de school voor gezondheidstechniek: dé techniek van de toekomst. De techniek die te maken heeft met onze kwaliteit van leven: horen, zien, lachen en bewegen. De opleidingen bij de Dutch HealthTec Academy gaan allemaal om het maken van medische hulpmiddelen en diensten die de kwaliteit van leven verbeteren en ondersteunen.","Education Management","51-200 employees","Educational","Utrecht, Utrecht","Netherlands","dutchhealthtecacademy.nl","https://www.linkedin.com/company/dutch-healthtec-academy",
,"Care for Women","Care for Women is een organisatie die zich al meer dan 25 jaar inzet voor vrouwen met hormonale problemen, zoals overgangs- en menstruatieklachten, PMS en PMDD. De speciaal opgeleide vrouwelijke Care for Women specialisten zijn verspreid over ruim 110 praktijken in heel Nederland en zijn zowel regulier als alternatief opgeleid. 
We maken gebruik van gerichte adviezen en een individueel behandelplan. Dit zorgt voor een aanbeveling van 92% en een klanttevredenheid van 8.3. 

Care for Women/Human:
•	Wij ondersteunen vrouwen met hun klachten op het gebied van een hormonale disbalans en veel zorgverzekeraars vergoeden deze consulten vanuit de aanvullende verzekering;
•	Wij bieden health checks aan (voor zowel mannen als vrouwen);
•	Wij verzorgen verschillende incompany programma’s. Van workshops voor managers en leidinggevenden en health checks m/v tot consulten, lezingen, Webinar, workshop, adviesconsult voor werkneemsters. (op locatie of online);
•	Wij bieden vrouwen een opleiding tot Care for Women specialiste. Als zorgprofessional kunt u zich hierbij aansluiten en de opleiding volgen bij ons opleidingscentrum, CRKBO goedgekeurd.","Hospitals and Health Care","51-200 employees","Privately Held","Baarn, Utrecht","Netherlands","careforwomen.nl","https://www.linkedin.com/company/careforwomen",
,"OrcaCare","Samen werken aan Resultaat!

OrcaCare is dé kennispartner voor ieder zorgdomein. Met de kennis en ervaring binnen OrcaCare is één kennispartner op jouw gebied van zorg voldoende. Vanuit de overtuiging dat alles beter en leuker kan, maken onze medewerkers  het verschil. 

Professionele ondersteuning op de werkvloer, detachering, werving en selectie van vakmensen, keuring van hulpmiddelen en trainingen op locatie. Voor iedere vraag is een passende oplossing beschikbaar. 

OrcaCare is er voor alle zorgdomeinen. Voor iedere organisatie die te maken krijgt met taken waar zij zelf geen tijd voor hebben, kennis en expertise die nog niet in huis is of die genoodzaakt is (tijdelijke) functies op korte termijn in te vullen. Met een breed team aan adviseurs, trainers, binnendienst medewerkers, service monteurs, planners en keurmeesters ligt de juiste kennis altijd binnen handbereik. 

Positieve feedback
Gericht samenwerken, leren van elkaars expertise en gebruikmaken van positieve feedback in situationeel leiderschap. Daar ligt de kracht en ontwikkeling van OrcaCare. 

Dé kennispartner in de zorg
Van trainingen en hulpmiddelen tot ondersteuning in wet- en regelgeving. Met specialisaties in ieder zorgdomein heb je aan één kennispartner genoeg voor iedere vraag. 

Ondersteuning op maat
We inventariseren de vraag en zetten de juiste experts in. Door ondersteuning op maat te bieden leggen we waardevolle verbindingen en werken we aan duurzame relaties.","Hospitals and Health Care","51-200 employees","Privately Held","Scheveningen, Zuid-Holland","Netherlands","orcacare.nl","https://www.linkedin.com/company/orcacare",
,"Andros Clinics","Andros Clinics is dé specialist voor prostaatkanker, prostaatklachten, erectieproblemen en testosterontekort bij de ouder wordende man, blaasklachten bij mannen en vrouwen en voor vasectomie. We zijn de grootste urologische kliniek met vestigingen door heel Nederland. Specifiek voor de diagnose van prostaatkanker heeft Andros een innovatief diagnostisch centrum opgericht. 

De voordelen van Andros Clinics:
✓ Zeer ervaren specialisten
✓ Veel tijd voor uitleg en overleg
✓ Verzekerde zorg met verwijzing
✓ Urologische zorg sinds 2004
✓ Tevreden patiënten: 9,1 in 2023 op Zorgkaart Nederland
✓ Met ZKN-keurmerk
✓ Eigen centrum voor prostaatkanker precisiediagnostiek
✓ Jaarlijks bezoeken meer dan 15.000 patiënten onze klinieken

Ook Sterilisatie voor Mannen (vasectomie) door ervaren urologen én in een ontspannen sfeer. Andros heeft het ZKN-keurmerk, hoge klantwaarderingen en korte wachttijden, zie www.sterilisatieklinieken.nl. 

In ons innovatieve Centrum voor Prostaatkanker precisiediagnostiek zijn wereldwijde innovaties bijeengebracht. Met ‘precisiediagnostiek’ stelt Andros zeer gericht en specifiek vast of een man prostaatkanker heeft, hoe ernstig de kanker is, of deze behandeld moet worden en hoe. 
✓ Met MRI onderscheid tussen potentieel gevaarlijke en ongevaarlijke tumoren
✓ Geen onnodige biopsie door inzet van o.a. MRI
✓ Betrouwbaardere biopsie door gerichte weefselafname 
✓ Veiliger door prikken via huid perineum (dus niet via de endeldarm) 
✓ Biopsie wordt poliklinisch en onder lokale verdoving uitgevoerd.

Lees verder op www.andros.nl.  Volg de laatste medische ontwikkelingen in onze artsenblog. Doe online zelftests. 

Andros Clinics heeft vestigingen in Amsterdam, Rijswijk - Den Haag, Arnhem en Baarn. In Den Bosch worden uitsluitend mannen sterilisaties verricht.","Hospitals and Health Care","51-200 employees","Non Profit","Amsterdam, Noord Holland","Netherlands","andros.nl","https://www.linkedin.com/company/andros-clinics",
,"SPS-NIP","Samen met duizenden studenten heb je gekozen voor de studie psychologie. Een ontzettend interessante opleiding die je tal van mogelijkheden biedt in het werkveld. Maar, hoe ontwikkel je jezelf nu tot een professional? Hoe zorg je ervoor dat je op een werkplek komt waar jouw interesses, ideeën, talenten en ambities tot hun recht komen? Waar kun je de nodige informatie en ervaring opdoen, al tijdens je
studie?

SPS-NIP helpt je er achter te komen waar je naar toe wil en helpt je daar te komen. Wij zetten ons in voor jouw professionele en persoonlijke ontwikkeling en slaan de brug tussen de academische wereld en het werkveld.

Volg ons op LinkedIn om op de hoogte te blijven van interessante vacatures en activiteiten!","Higher Education","51-200 employees","Non Profit","Utrecht","Netherlands","spsnip.nl","https://www.linkedin.com/company/sps-nip",
,"Intraverte","Intraverte is al ruim 25 jaar een multidisciplinaire praktijk gericht op kinderen met een hulpvraag op het gebied van bewegen en gedrag. Wij zijn er voor kinderen waarbij de ontwikkeling niet helemaal vanzelf gaat. Bijvoorbeeld voor kinderen die moeite hebben met bewegen en samenspelen, weinig zelfvertrouwen hebben, zich niet goed kunnen concentreren in de klas, of soms heel boos kunnen worden en eigenlijk niet goed weten hoe ze daarmee om kunnen gaan. Maar ook wanneer motorische vaardigheden achterblijven zoals schrijven, fietsen, klimmen en rennen. Wij helpen kinderen door aan te sluiten op de eigen ontwikkeling van een kind; via spel en beweging!","Hospitals and Health Care","51-200 employees","Privately Held","Epe, Gelderland","Netherlands","intraverte.nl","https://www.linkedin.com/company/intraverte",
,"Academy Het Dorp","Academy Het Dorp verbindt bedrijven, organisaties, instellingen, ervaringsdeskundigen en professionals in de langdurige zorg. Dit doen we door te onderzoeken, begeleiden, adviseren en implementeren. De ambitie? Dat iedere technologie waarde toevoegt aan het leven van mensen én aan de zorg die ze nodig hebben.","Hospitals and Health Care","51-200 employees","Non Profit","Arnhem, Gelderland","Netherlands","academyhetdorp.nl","https://www.linkedin.com/company/stichting-academy-het-dorp",
,"USBO (Universiteit Utrecht)","Het Departement Bestuurs- en Organisatiewetenschap (USBO) van de Universiteit Utrecht richt zich op het besturen en organiseren van publieke vraagstukken, in wisselwerking met politieke en maatschappelijke ontwikkelingen. De leidende vraag daarbij is hoe publieke organisaties en particuliere organisaties met een publieke taak met actuele maatschappelijke vraagstukken omgaan, hun publieke verantwoordelijkheden vormgeven en publieke waarde leveren.

Onderzoek

Ons academisch onderzoek staat nationaal en internationaal hoog aangeschreven. De nadruk ligt op de kernthema’s verantwoording, professionaliteit, ‘public service performance’, organisatieverandering, innovatie en publiek leiderschap. 

Onderwijs

In het onderwijs richten we ons op gemotiveerde mensen met uiteenlopende achtergronden die betekenisvol willen zijn in het oplossen van maatschappelijke problemen en willen bijdragen aan publieke waarde. Zowel de bachelor- en de masteropleiding Bestuurs- en Organisatiewetenschap (B&O) als het onderwijs voor professionals zijn kleinschalig, intensief en interactief van karakter.

Organisatieadvies en toegepast academisch onderzoek

Daarnaast bieden we hoogwaardig organisatieadvies en toegepast academisch onderzoek, in samenwerking met opdrachtgevers en partners. Maatschappelijk betrokken, praktisch toepasbaar en zeer toegankelijk.","Higher Education","51-200 employees","Government Agency","Utrecht","Netherlands","uu.nl","https://www.linkedin.com/company/usbo-universiteit-utrecht",
,"LBRT","De LBRT is de Landelijke Beroepsvereniging voor Remedial Teachers. De vereniging is opgericht voor alle remedial teachers zowel in het basisonderwijs, speciaal onderwijs, voortgezet onderwijs als het beroepsonderwijs. Daarnaast kunnen RT'ers die werkzaam zijn vanuit een eigen praktijk, zich bij ons aansluiten.
De LBRT heeft kwaliteitsbewaking en professionaliteit hoog in het vaandel staan. Daarnaast behartigt de vereniging de belangen van haar leden.

Bij de LBRT kunnen leden terecht voor een zeer brede ondersteuning. Wij houden hen door open communicatie op de hoogte en verzorgen up-to-date informatie via de website, het Tijdschrift voor Remedial Teaching dat vijf maal per jaar uitkomt, bijeenkomsten, seminars en cursussen. De LBRT is tevens een platform voor onderlinge contacten.

Kortom: De LBRT is hét klankbord voor iedere remedial teacher.","Education Management","51-200 employees","Non Profit","Bunnik, Utrecht","Netherlands","lbrt.nl","https://www.linkedin.com/company/landelijke-beroepsvereniging-remedial-teachers",
,"Kinderverpleegkunde.nl","De beroepsvereniging Kinderverpleegkunde.nl is de vereniging en het samenwerkingsplatform van, voor en door daadkrachtige kinderverpleegkundigen.

Als lid maak je deel uit van een sterke community waar kennisdelen, verbinden en elkaar versterken centraal staan. Je vergroot je netwerk, blijft op de hoogte van actuele ontwikkelingen, krijgt toegang tot scholing en bijeenkomsten en draagt actief bij aan de toekomst van ons vak.

Wij zijn trots op ons mooie vak kinderverpleegkunde en willen dit samen met onze leden uitdragen en verspreiden. Samen leveren we een actieve bijdrage aan de ontwikkeling van kinderverpleegkunde, binnen alle werkgebieden en voor alle kinderen die onze zorg nodig hebben.","Hospitals and Health Care","51-200 employees","Non Profit","Vorden, Gelderland","Netherlands","kinderverpleegkunde.nl","https://www.linkedin.com/company/kinderverpleegkunde-nl",
,"RevalidatiePlanners - Hart voor Revalidatie","RevalidatiePlanners detacheert gespecialiseerde zorgplanners bij revalidatie instellingen. Allemaal professionals die als doel hebben revalidatiebehandelingen zo soepel en prettig mogelijk te laten verlopen, voor de revalidant, de mantelzorger, de behandelaar, de verpleging en andere betrokkenen.","Hospitals and Health Care","51-200 employees","Privately Held","Amsterdam, Noord-Holland","Netherlands","revalidatieplanners.nl","https://www.linkedin.com/company/revalidatieplanners",
,"Proud To Be A Planner","Welkom bij de recruitment pagina voor RevalidatiePlanners, ThuiszorgPlanners (ook intramuraal), GHZPlanners en ZiekenhuisPlanners!

Wij detacheren gespecialiseerde en talentvolle planners door heel het land. In hun eigen regio helpen ze verschillende zorginstellingen mee binnen de planning. 

Op deze pagina delen wij vacatures, ervaringen van onze planners en nog veel meer.

Wij hebben hart voor de zorg en zijn vooral Proud To Be A Planner, jij ook? Join us!","Hospitals and Health Care","51-200 employees","Privately Held","Amsterdam, Noord-Holland","Netherlands","proudtobeaplanner.nl","https://www.linkedin.com/company/proud-to-be-a-planner",
,"Dermicis","Dermicis is één van de grootste gespecialiseerde aanbieders van dermatologische zorg in Nederland. Bij Dermicis kunt u terecht voor alle dermatologische behandelingen van huidziekten en flebologie (afwijkingen aan de aderen).

Meer weten? Ga naar:  www.dermicis.nl","Hospitals and Health Care","51-200 employees","Non Profit","Haarlem, Noord-Holland","Netherlands","bergmanclinics.nl","https://www.linkedin.com/company/dermicis-clinic-for-dermatology-flebology-and-plastic-surgery",
,"WU-GIScience&RS","The mission of the Laboratory of Geo-information Science and Remote Sensing is to improve spatial competences for a sustainable world through research and education. #WUR-GRS","Higher Education","51-200 employees","Educational","Wageningen, Gelderland","Netherlands","wur.eu","https://www.linkedin.com/company/laboratory-of-geo-information-science-and-remote-sensing-wageningen-university-research",
,"Unal Academy","Kennis en ervaring beschikbaar stellen heeft tot de oprichting van UnalAcademy geleid. Het doel: meer aandacht voor interculturalisatie. De UnalAcademy biedt zorgprofessionals een kennisplatform waar je kennis kunt halen en delen over uiteenlopende onderwerpen die maatschappelijk van belang zijn.

UnalZorg bundelt haar kennis over interculturalisatie en multiproblematiek bij (jong)volwassenen en de essentie van het cultuursensitief werken binnen de zorg- en hulpverlening. Vervolgens maakt Unal Academy die kennis toegankelijk voor professionals, ouders, jongeren en organisaties.

Nederlanders met een migrantenachtergrond kampen vaak met andere vraagstukken dan een cliënt met een westerse achtergrond. Voor oplossingen van deze vraagstukken op het terrein van gezondheid en maatschappij is kennis noodzakelijk. Onze kennis en ervaring delen we hierom graag in workshops en opleidingen. We staan vanuit het veld middenin contact met onze deelnemers.

Onze hulpverlening, opleidingen en workshops zijn gericht op de ontwikkeling, participatie en het samenbrengen van mensen. Zo verbinden wij Nederland. Wij zijn actief in het opzetten van samenwerkingen, het stimuleren van innovatie en het stroomlijnen van beleid richting duurzame zorg- en hulpverlening.","Hospitals and Health Care","51-200 employees","Privately Held","Amsterdam, Noord-Holland","Netherlands","unalacademy.nl","https://www.linkedin.com/company/unal-academy",
,"Alumnivereniging Verplegingswetenschap Nederland","Alumnivereniging Verplegingswetenschap Nederland verbindt Verplegingswetenschappers","Hospitals and Health Care","51-200 employees","Non Profit","Utrecht","Netherlands","alumnivw.nl","https://www.linkedin.com/company/alumnivereniging-verplegingswetenschap-nederland",
,"We all Share","Employment agency for people who care, for care..
Our co-workers have a hart for caring for others. Nurses, helpers and doctors alike.
And we care for them. If you're for a job in the healthcare, please contact us:
www.weallshare.nl

You're welcome","Hospitals and Health Care","51-200 employees","Privately Held","Limmen, Noord-Holland","Netherlands","weallshare.nl","https://www.linkedin.com/company/weallsharecare",
